,text,label,party,year,country
3053,Das Bundesprogramm „Jugend erinnert“ wollen wir ausbauen und die Zeitzeugenarbeit in das digitale Zeitalter führen.,305.6,cdu,2021,9
3054,Die Provenienzforschung vor allem zum NS-Kunstraub wie auch zu Kulturgutentziehungen während der SED-Diktatur und des Kolonialismus bleiben kulturpolitischer Schwerpunkt.,305.6,cdu,2021,9
3055,"Ebenso bleibt uns der Schutz von Künstlerinnen und Künstlern, die im Ausland verfolgt werden und in Deutschland Exil suchen, ein wichtiges Anliegen.",201.2,cdu,2021,9
3057,Für uns sind freie und pluralistische Medien Grundpfeiler einer verantwortungsvollen demokratischen Gesellschaft.,202.1,cdu,2021,9
3058,"Die Weiterentwicklung eines vielfältigen und anspruchsvollen Mediensystems aus Presse, Rundfunk und Onlineangeboten bleibt ein zentraler Bestandteil unserer Medienpolitik.",502.0,cdu,2021,9
3059,"Wir bekennen uns zu einem starken, unabhängigen öffentlich-rechtlichen Rundfunk.",202.1,cdu,2021,9
3060,"Wir setzen uns für eine Reform des Auftrags ein, der dem technischen Fortschritt und dem veränderten Nutzungsverhalten Rechnung trägt.",411.0,cdu,2021,9
3061,"Wir wollen anregen und ermöglichen, dass Rundfunkanstalten stärkere Kooperationen eingehen und weitere Synergien schaffen - auch im Sinne der Beitragszahlerinnen und Beitragszahler.",403.0,cdu,2021,9
3062,Die Deutsche Welle wollen wir zum stärksten Auslandssender Europas aufbauen.,502.0,cdu,2021,9
3063,"Alle Bürgerinnen und Bürger sollen sich gut darüber informieren können, was bei ihnen vor Ort geschieht.",502.0,cdu,2021,9
3064,Dabei kommt es wesentlich auf Abonnementzeitungen und Anzeigenblätter an.,502.0,cdu,2021,9
3065,"Wir werden zielgerichtete Instrumente zur Förderung des Absatzes, der weiteren Unterstützung und des Vertriebs entwickeln, die neben finanzieller Unterstützung auch Erleichterungen für die Beschäftigung von Zustellern und Zustellerinnen umfassen.",502.0,cdu,2021,9
3067,"In den vergangenen Jahren hat sich die Meinungsvielfalt weltweit erhöht - durch den digitalen Wandel, zunehmende Medienkonvergenz, Innovationen und damit einhergehenden höheren Reichweiten.",201.1,cdu,2021,9
3068,"Zugleich sind durch den unregulierten Vormarsch der Digitalkonzerne Risiken entstanden: Meinungsdiskriminierung, Manipulation, Missbrauch von Markt- und Meinungsmacht oder Verletzung der Privatsphäre.",605.1,cdu,2021,9
3069,Es bedarf daher moderner und neuer Regelwerke und Kontrollmechanismen.,403.0,cdu,2021,9
3070,"Unser Ziel ist es, die Medien- und Nachrichtenkompetenz aller Bürgerinnen und Bürger zu stärken.",202.1,cdu,2021,9
3071,Zudem wollen wir das Schutzniveau für Jugendliche im Internet anheben.,605.1,cdu,2021,9
3072,Die großen Digitalkonzerne müssen Verantwortung übernehmen und - wo nötig - reguliert werden.,403.0,cdu,2021,9
3073,Bürgerinnen und Bürger sollen auch in der digitalen Welt auf die Richtigkeit der Nachrichten vertrauen können.,202.1,cdu,2021,9
3074,"Private und öffentlich-rechtliche audiovisuelle Medienangebote sowie journalistisch-redaktionelle Inhalte, deren Beitrag ein Wert für die Gemeinschaft ist, sollen auf modernen Medienplattformen einfacher auffindbar sein.",202.1,cdu,2021,9
3075,"Wir werden die Rahmenbedingungen so setzen, dass die Angebote der Kunst- und Kreativwirtschaft in der digitalen Ära nachhaltig refinanziert werden können.",502.0,cdu,2021,9
3077,"Sport und Bewegung stärken die Gesundheit, das soziale Miteinander, die Bildung, die Inklusion, die Integration und damit den Zusammenhalt in unserer Gesellschaft.",502.0,cdu,2021,9
3078,Acht Millionen Menschen engagieren sich in mehr als 90 000 Sportvereinen und leisten damit einen unverzichtbaren Beitrag für das Gemeinwohl und eine lebendige Zivilgesellschaft.,502.0,cdu,2021,9
3079,"Pandemiebedingt haben viele Kinder und Erwachsene ihren Sport schmerzlich vermisst, Sportvereine und Sportstättenbetreiber wurden stark gebeutelt.",502.0,cdu,2021,9
3080,Wir werden die Sportentwicklung in allen Bereichen unterstützen,502.0,cdu,2021,9
3081,und vor allem die Gesundheitsprävention ausbauen.,504.0,cdu,2021,9
3082,Die Sportvereine sollen wieder voll durchstarten können.,502.0,cdu,2021,9
3083,Deshalb werden wir sie bei der Bindung und Neugewinnung von Mitgliedern unterstützen.,502.0,cdu,2021,9
3084,"Den Sanierungsstau der kommunalen und vereinseigenen Sportstätten und Schwimmbäder werden wir mit besonderem Fokus auf energetische Sanierung, Barrierefreiheit und Digitalisierung nachhaltig abbauen.",502.0,cdu,2021,9
3085,Den aufstrebenden E-Sport werden wir in Deutschland stärker unterstützen.,502.0,cdu,2021,9
3086,"Damit der Sport seine gesellschaftliche Funktion erfüllen kann, braucht es engagierte Trainer und Übungsleiter.",502.0,cdu,2021,9
3087,Wir werden für eine steuerliche Förderung ihrer Aus- und Weiterbildung,411.0,cdu,2021,9
3088,sowie für ihre berufliche Anerkennung sorgen.,701.0,cdu,2021,9
3089,Ebenso werden wir die Programme gegen Diskriminierung und Rassismus,503.0,cdu,2021,9
3090,und für Integration und Inklusion fortsetzen und stärker fördern.,607.2,cdu,2021,9
3091,Zur Bekämpfung des sexuellen Missbrauchs im Kontext des Sports werden wir eine zentrale Stelle für „safe sports“ einrichten und bestehende Präventionsprogramme stärken.,504.0,cdu,2021,9
3092,Den Leistungssport werden wir weiterentwickeln und unseren Athletinnen und Athleten eine sichere und wertegebundene Basis für ihre Spitzenleistungen bieten.,502.0,cdu,2021,9
3093,"Dafür werden wir noch bessere Trainings- und Wettkampfbedingungen etablieren, die Stützpunktstruktur modernisieren und die Organisation professionalisieren.",502.0,cdu,2021,9
3094,"Die Kontrollinstanzen für den Kampf gegen Doping, Manipulation und Korruption sollen gestärkt werden.",605.1,cdu,2021,9
3095,Sie müssen international stärker abgestimmt und auch kontrolliert werden.,107.0,cdu,2021,9
3096,Wir unterstützen die Bewerbungen für internationale sportliche Großveranstaltungen in Deutschland.,502.0,cdu,2021,9
3097,"Diese müssen ökologisch, ökonomisch und sozial nachhaltig sein,",416.2,cdu,2021,9
3098,wie auch auf eine breite gesellschaftliche Zustimmung stoßen.,202.1,cdu,2021,9
3099,"Gleichzeitig werden wir das Modernisierungsjahrzehnt auch auf Europa erstrecken: Wir investieren in Technologien und Innovationen, damit Europas Wirtschaft auch in Zukunft Garant für Wohlstand, Arbeitsplätze und Nachhaltigkeit bleibt.",411.0,cdu,2021,9
3100,"Damit wir auch in Zukunft die Fachkräfte haben, die unser Land braucht, setzen wir unter anderem auf gute berufliche Ausbildung,",411.0,cdu,2021,9
3101,"die zunehmende Beschäftigung von Frauen, Älteren und Menschen mit Behinderungen auf dem ersten Arbeitsmarkt,",503.0,cdu,2021,9
3102,die Qualifizierung von Langzeitarbeitslosen,411.0,cdu,2021,9
3103,sowie den gesteuerten Zuzug gut ausgebildeter und leistungsbereiter Menschen aus den Mitgliedstaaten der EU und aus außereuropäischen Staaten.,602.2,cdu,2021,9
3104,"Bund und Länder haben ein 1,5-Milliarden-Euro-Paket für die Wiederbewaldung,",501.0,cdu,2021,9
3105,die Anpassung der Wälder an den Klimawandel,501.0,cdu,2021,9
3106,und für die Unterstützung der nachhaltigen Forstwirtschaft geschnürt.,416.2,cdu,2021,9
3107,Neben seiner wissenschaftlichen Arbeit muss es in Zukunft noch viel stärker bei der Bekämpfung von epidemischen Gesundheitsgefahren tätig sein,504.0,cdu,2021,9
3108,"Die Digitalisierung, der Einsatz von Smart- Home-Technologien sowie der Einsatz modernster Roboter sind eine enorme Chance für eine hohe Lebensqualität im Alter und die Entlastung der Pflegekräfte.",504.0,cdu,2021,9
3109,"Zudem arbeiten wir für eine umfassende Digitalisierung der Verwaltung,",411.0,cdu,2021,9
3110,"einen modernen, offenen und durchlässigen öffentlichen Dienst",303.0,cdu,2021,9
3111,"und eine Innovationskultur, die neue Ideen zulässt.",411.0,cdu,2021,9
3112,"Wir werden immer wieder neu abwägen müssen, inwieweit das Recht des Einzelnen auf Schutz seiner persönlichen Daten mit dem grundgesetzlichen Auftrag in Einklang zu bringen ist, Sicherheit für alle Menschen zu gewährleisten.",605.1,cdu,2021,9
3113,"Dieser Kampf gilt denen, die Hass und Gewalt schüren und eine islamistische Ordnung anstreben,",605.1,cdu,2021,9
3114,"in der es keine Gleichberechtigung von Mann und Frau,",503.0,cdu,2021,9
3115,keine Meinungs- und Religionsfreiheit,201.1,cdu,2021,9
3116,und auch keine Trennung von Religion und Staat gibt.,604.0,cdu,2021,9
3117,"Er gilt denen, die unsere demokratische Grundordnung bekämpfen,",202.1,cdu,2021,9
3118,"das Existenzrecht Israels ablehnen,",101.0,cdu,2021,9
3119,den inneren Frieden gefährden,605.1,cdu,2021,9
3120,oder gegen Recht und Gesetz verstoßen.,605.1,cdu,2021,9
60,"Trotzdem wurde in Deutschland zu lange das trügerische Bild vermittelt, dass alles bleiben könne, wie es ist.",305.1,fdp,2021,9
61,"Viele haben dem Versprechen vertraut, dass Deutschland das Land bleiben könne, in dem wir gut und gerne leben, ohne dass wir etwas verändern müssen.",305.1,fdp,2021,9
62,Heute wissen wir: Das war falsch!,305.1,fdp,2021,9
63,"Das Ergebnis war eine Politik, die unseren Staat satt und träge gemacht hat – statt schlank und stark.",303.0,fdp,2021,9
64,Das hat die Pandemie gezeigt.,303.0,fdp,2021,9
65,"Während andere Staaten ihre Verwaltung digitalisiert haben, haben wir an Formularen und Zettelwirtschaft festgehalten.",303.0,fdp,2021,9
66,"Während andere Staaten ihr Gesundheitssystem digitalisiert haben, haben sich unsere Gesundheitsämter gegenseitig Faxe geschickt.",411.0,fdp,2021,9
67,"Hochqualifizierte Beamtinnen und Beamte haben Listen abgetippt, statt mit Hilfe moderner digitaler Technologien effektiv Infektionsketten nachzuverfolgen.",411.0,fdp,2021,9
68,"Während andere Staaten per SMS zu Impfungen einladen, haben wir Impftermine per Brief vergeben.",411.0,fdp,2021,9
69,"Statt schützende Masken schnell und pragmatisch an schutzbedürftige Menschen zu schicken, drucken wir aufwendig Bezugsscheine, versenden sie per Post und nötigen gefährdete Menschen dazu, die Masken in belebten Innenstädten abzuholen.",303.0,fdp,2021,9
70,"Wir haben uns in der Krise an die Basistechnologie Papier geklammert, als wären wir noch im 20. Jahrhundert.",303.0,fdp,2021,9
71,Schluss damit.,303.0,fdp,2021,9
72,"Wir müssen unseren Staat umfassend modernisieren, damit wir endlich im 21. Jahrhundert ankommen.",303.0,fdp,2021,9
73,Die Bilanz dieser Politik ist ein Leben auf Kosten der Zukunft.,305.1,fdp,2021,9
74,"Statt Wettbewerb, Unternehmertum und Innovation zu fördern, setzte die Politik der Großen Koalition auf Altbekanntes und Altmodisches.",401.0,fdp,2021,9
75,"Statt Wohlstand und Nachhaltigkeit, Wachstum und Klimapolitik, wirtschaftliche Stärke und ökologische Verantwortung zu verbinden, setzte sie auf Verbote und Dirigismus.",410.0,fdp,2021,9
76,"Statt die Sozialsysteme fit für die Zukunft zu machen, hat sie die Probleme des demographischen Wandels verschärft.",504.0,fdp,2021,9
77,"Statt für weltbeste Bildung zu sorgen, hat sie zugelassen, dass unser Bildungssystem vielen Menschen keine fairen Aufstiegschancen bietet.",506.0,fdp,2021,9
78,"Statt Eigeninitiative und die Übernahme persönlicher Verantwortung jeder und jedes Einzelnen zu stärken, verzettelte sie sich in Bürokratie.",201.1,fdp,2021,9
79,"Und statt für einen handlungsfähigen Rechtsstaat zu sorgen, der die Sicherheit und Bürgerrechte gleichermaßen schützt, hat die Politik die Freiheit der Sicherheit auf einer erschreckenden Art und Weise untergeordnet.",202.1,fdp,2021,9
88,Die Kraft zur umfassenden Modernisierung Deutschlands steckt in uns.,411.0,fdp,2021,9
89,Sie steckt in den Menschen.,606.1,fdp,2021,9
90,Sie steckt in den Kräften der freien Wissenschaft,411.0,fdp,2021,9
91,und der Sozialen Marktwirtschaft.,401.0,fdp,2021,9
92,"Die schnelle Entwicklung von Impfstoffen gegen Covid-19 durch deutsche Forscherinnen und Forscher zeigt: Harte Arbeit, Entschlossenheit und Erfindergeist können Berge versetzen.",411.0,fdp,2021,9
93,Die Grundlage dafür ist Freiheit.,201.1,fdp,2021,9
94,Nie war sie wichtiger!,201.1,fdp,2021,9
95,Holen wir uns unsere Freiheit mit einem Neustart der Politik zurück.,201.1,fdp,2021,9
96,"Werden wir das Land, das in uns steckt.",601.1,fdp,2021,9
101,Alte Irrwege finden neuerdings immer mehr Zulauf.,604.0,fdp,2021,9
102,"Rechte versuchen, die Menschen durch Merkmale wie Herkunft, Kultur, Religion, sexuelle Orientierung oder Hautfarbe zu spalten und gegeneinander in Stellung zu bringen.",606.1,fdp,2021,9
103,"Linke versuchen, die Menschen durch Merkmale wie Erfolg, Einkommen oder Vermögen zu spalten und gegeneinander in Stellung zu bringen.",606.1,fdp,2021,9
104,Beides sind Irrwege.,606.1,fdp,2021,9
108,Werden wir fit für die Zukunft!,411.0,fdp,2021,9
109,Machen wir uns fit für den Aufholwettbewerb:,410.0,fdp,2021,9
110,"Entfesseln wir die Kräfte der Sozialen Marktwirtschaft und weltbester Bildung für Wohlstand,",410.0,fdp,2021,9
111,Freiheit,201.1,fdp,2021,9
112,und Aufstiegschancen.,503.0,fdp,2021,9
113,"Nutzen wir die Agilität der Marktwirtschaft, um schnell aus der Krise zu wachsen.",401.0,fdp,2021,9
114,Werden wir zum Vorreiter der Modernisierung!,411.0,fdp,2021,9
115,Gründen wir Deutschland neu.,411.0,fdp,2021,9
116,Nutzen wir die Chancen der Digitalisierung für uns.,411.0,fdp,2021,9
117,"Machen wir Modernisierung zum Pflichtprogramm: in der Verwaltung, im Gesundheitswesen, beim Arbeitsmarkt.",411.0,fdp,2021,9
118,Werden wir ein Land der Chancen!,503.0,fdp,2021,9
119,"Nutzen wir die Schubkraft der Freiheit, der Sozialen Marktwirtschaft und der Modernisierung für die Bewältigung der großen Herausforderungen unserer Zeit: mehr Europa für mehr Freiheit und Menschenrechte weltweit.",108.0,fdp,2021,9
120,Mehr German Mut für mehr Klimaschutz,501.0,fdp,2021,9
121,und mehr nachhaltige Entwicklung.,416.2,fdp,2021,9
122,Mehr Chancen zum Aufbau von Eigentum für mehr Zukunftssicherung.,401.0,fdp,2021,9
123,Wir Freie Demokraten setzen auf Freiheit und Verantwortung.,201.1,fdp,2021,9
124,"Wir setzen auf die Kraft der Sozialen Marktwirtschaft und wirtschaftliche Prosperität als Gegenmodell zum dirigistischen Staat, der sich im Klein-Klein verzettelt und sich als Erziehungsberechtigter der Bürgerinnen und Bürger aufführt.",401.0,fdp,2021,9
125,Wir stehen für eine lebendige Kulturszene und die Entfaltung individueller Kreativität.,502.0,fdp,2021,9
126,"Wir wollen die Gesellschaft zusammenhalten,",606.1,fdp,2021,9
127,ohne dass sich alle einem vorgegebenen Lebensentwurf anpassen müssen.,201.1,fdp,2021,9
128,"Wir respektieren die persönliche Entscheidung jeder und jedes Einzelnen, weil wir darin die Grundlage für die Freiheit der Menschen erkennen.",201.1,fdp,2021,9
129,"Wir Freie Demokraten setzen auf Freiheit, Rechtsstaat und Bürgerrechte, die auch in Krisenzeiten gelten und nicht als „Privilegien“ abgetan werden dürfen, die uns nach Belieben zugeteilt oder vorenthalten werden können.",202.1,fdp,2021,9
130,"Wir Freie Demokraten setzen auf die Kraft der Eigenverantwortung, der Privatinitiative, der Freiheit des Individuums.",201.1,fdp,2021,9
131,"Wir wollen ein Land, das gemeinsam mit unseren Wertepartnern des globalen Westens Freiheit und Menschenrechte weltweit entschlossen verteidigt",201.2,fdp,2021,9
132,und wo immer möglich globale Kooperation und nachhaltige Entwicklung zum Wohle aller Menschen befördert.,107.0,fdp,2021,9
133,"Wir Freie Demokraten erkennen in der Agenda 2030 der Vereinten Nationen und ihren 17 Zielen den bisher umfassendsten Versuch der Menschheit, die verschiedenen Aspekte nachhaltiger Entwicklung in ein global verbindendes Zielsystem zu bringen.",416.2,fdp,2021,9
134,Das ist eine Chance auf mehr Freiheit für alle und für zukünftige Generationen.,201.1,fdp,2021,9
135,"Wir wollen ein Land, das seinen Beitrag zur globalen Entwicklung leistet",107.0,fdp,2021,9
136,und dem Frieden der Welt dient.,106.0,fdp,2021,9
137,"Wir Freie Demokraten setzen auf Weltoffenheit, Toleranz und den Wettbewerb der besten Ideen: in einer lebendigen Demokratie selbstbewusster Bürgerinnen und Bürger.",202.1,fdp,2021,9
138,Das ist unser Ziel.,202.1,fdp,2021,9
139,Das ist die richtige Richtung.,202.1,fdp,2021,9
141,Als Stimme des Fortschritts und der Freiheit wollen wir die Krise gemeinsam mit den Bürgerinnen und Bürgern bewältigen,202.1,fdp,2021,9
142,und Deutschlands Potentiale entfesseln.,601.1,fdp,2021,9
143,"Wir legen hier unser Programm vor, das aus Überzeugung gemacht ist.",305.1,fdp,2021,9
144,"Es geht nicht um Taktik, es geht nicht um Farbenspiele.",305.1,fdp,2021,9
145,"Wir treten bei der Bundestagswahl nicht für Koalitionen an, sondern für unsere Überzeugung: Wir wollen den richtigen Weg für unser Land.",305.1,fdp,2021,9
146,"Wir wollen so stark werden, dass keine seriöse Bundesregierung ohne die Freien Demokraten gebildet werden kann, damit der Wert der Freiheit bei jeder politischen Entscheidung seine angemessene Bedeutung erhält.",201.1,fdp,2021,9
147,"Das gibt uns die Macht, möglichst viele unserer Ideen umzusetzen.",305.1,fdp,2021,9
148,"Wir wollen nicht gewählt werden, damit dieser Kanzler oder jene Kanzlerin wird.",305.1,fdp,2021,9
149,"Wir stellen uns nicht zur Wahl, damit jemand etwas wird.",305.1,fdp,2021,9
150,"Wir stellen uns zur Wahl, damit es unserem Land besser geht:",305.1,fdp,2021,9
151,"mit mehr individueller Freiheit und persönlicher Verantwortung,",201.1,fdp,2021,9
152,mit mehr Sozialer Marktwirtschaft,401.0,fdp,2021,9
153,und umfassender Nachhaltigkeit.,416.2,fdp,2021,9
154,"Und mit einem Staat, der stark ist, weil er schlank und modern agiert statt selbstzufrieden, altmodisch und träge.",303.0,fdp,2021,9
156,"Wie es ist, darf es nicht bleiben: Große Demokratien wie die USA setzen wieder Kurs auf kräftiges und anhaltendes Wirtschaftswachstum.",410.0,fdp,2021,9
157,Systemische Wettbewerber wie das autoritäre Regime Chinas reklamieren für sich erfolgreichere Wege aus der Krise.,410.0,fdp,2021,9
158,Umso entschlossener müssen wir jetzt das Fundament für einen Aufholwettbewerb legen: Werden wir Weltspitze bei der Wettbewerbsfähigkeit statt bei Steuern und Abgaben.,401.0,fdp,2021,9
159,Investieren wir massiv in die Grundlagen von Aufstieg und Wachstum: unser Bildungssystem.,506.0,fdp,2021,9
160,"Lassen wir unsere Infrastrukturen nicht länger verkommen, sondern bauen sie aus.",411.0,fdp,2021,9
161,Stärken wir die Kräfte der Sozialen Marktwirtschaft,403.0,fdp,2021,9
162,und des Freihandels.,407.0,fdp,2021,9
163,Bringen wir das Verhältnis von Privat und Staat wieder in eine die Leistungsbereitschaft fördernde Balance.,401.0,fdp,2021,9
164,"Geben wir Mittelstand, Selbstständigen und Start-ups mehr Raum für Erfolg und kreative Lösungen!",402.0,fdp,2021,9
165,Ermutigen statt erschweren: Das ist unsere Mission.,402.0,fdp,2021,9
167,Bereits vor der Coronakrise hat Deutschlands Wirtschaft an Fahrt verloren.,410.0,fdp,2021,9
168,Nun müssen wir trotz Krise schnell wieder auf Wachstumskurs kommen.,410.0,fdp,2021,9
169,Für einen zukunftsfähigen Standort und Arbeitsplätze brauchen wir echte Modernisierungsimpulse.,701.0,fdp,2021,9
170,Wir Freie Demokraten setzen dabei auf die Innovationskraft der Sozialen Marktwirtschaft,401.0,fdp,2021,9
171,"und auf eine Agenda für mehr Wachstum: entlasten, entfesseln, investieren.",410.0,fdp,2021,9
173,"Wir Freie Demokraten fordern, dass eine kurzfristige Liquiditätshilfe direkt vom Finanzamt ausgezahlt werden kann.",409.0,fdp,2021,9
174,"Statt Steuervorauszahlungen von den Konten der Unternehmen abzubuchen, überweisen die Finanzämter eine negative Einkommen- beziehungsweise Körperschaftsteuer als Liquiditätssoforthilfe: die „Negative Gewinnsteuer“.",409.0,fdp,2021,9
175,Als Bemessungsgrundlage dient der letzte Steuerbescheid.,409.0,fdp,2021,9
176,In einem zweiten Schritt soll eine deutlich erweiterte Verlustverrechnung mit Gewinnen vergangener oder künftiger Jahre eingeführt werden.,409.0,fdp,2021,9
177,Damit sorgen wir in wirtschaftlichen Krisenzeiten für schnelle und unbürokratische Hilfen,409.0,fdp,2021,9
178,und verhindern unnötige Jobverluste und Insolvenzen.,701.0,fdp,2021,9
180,"Wir Freie Demokraten fordern einen Entfesselungspakt für die deutsche Wirtschaft, in dem Maßnahmen zur Bürokratieentlastung gebündelt und vorangetrieben werden.",303.0,fdp,2021,9
181,Der stetig wachsende Bürokratiedschungel belastet die Bürgerinnen und Bürger sowie die deutschen Unternehmen,303.0,fdp,2021,9
182,und bremst die wirtschaftliche Entwicklung aus.,410.0,fdp,2021,9
183,"Initiativen wie das Bürokratieentlastungsgesetz IV, die Strategie „Einheitliche Ansprechpartner 2.0“ und eine Verlegung der Sozialversicherungsbeiträge in den Folgemonat müssen zu einer Gesamtstrategie gebündelt werden.",303.0,fdp,2021,9
184,"Das gilt auch für schlankere Vergabe-, Register- und Informationsbestimmungen.",303.0,fdp,2021,9
185,"Für jede neue Belastung durch geplante Regelungen sollen im doppelten Umfang Belastungen abgebaut werden („One in, two out“) – auch auf europäischer Ebene.",401.0,fdp,2021,9
187,Wir Freie Demokraten wollen die steuerliche Belastung von Unternehmen auf den OECD- Durchschnitt (Organisation für wirtschaftliche Zusammenarbeit und Entwicklung) von rund 25 Prozent senken.,402.0,fdp,2021,9
188,"Unser Ziel ist es, im Zuge der angestrebten Harmonisierung der Unternehmensbesteuerung in Europa den deutschen Sonderweg der Gewerbesteuer zu beenden.",402.0,fdp,2021,9
189,"Das heißt zugleich, dass die Finanzierung der Kommunen auf eine neue Grundlage gestellt werden muss – etwa durch einen kommunalen Zuschlag mit eigenem Hebesatzrecht auf die Körperschaftsteuer und auf die zuvor abgesenkte Einkommensteuer sowie einen höheren Anteil der Kommunen an der Umsatzsteuer.",301.0,fdp,2021,9
190,Zudem wollen wir uns gemeinsam mit den USA für eine globale Mindestbesteuerung für Unternehmen einsetzen.,403.0,fdp,2021,9
191,"So sorgen wir für mehr Fairness im Wettbewerb zwischen großen internationalen Konzernen, die aggressive Steuervermeidung betreiben, und Mittelständlern.",403.0,fdp,2021,9
193,Wir Freie Demokraten wollen Forschung und Entwicklung steuerlich stärker fördern.,402.0,fdp,2021,9
194,"Deutschland kann nur dann dauerhaft Wohlstand und soziale Sicherheit gewährleisten, wenn die Unternehmen innovative Produkte und Dienstleistungen entwickeln.",402.0,fdp,2021,9
195,"Das Steuerrecht muss dazu einen Beitrag leisten, indem es die Rahmenbedingungen für die Bereitstellung von Wagniskapital verbessert.",402.0,fdp,2021,9
196,Dadurch schaffen wir bessere Bedingungen für Start-ups und geben Innovationen eine Chance.,402.0,fdp,2021,9
197,"Gerade die Coronakrise hat gezeigt, dass der stete Wandel der Wirtschaft neue Ideen und Wege erfordert.",411.0,fdp,2021,9
198,So muss Deutschland bei der Digitalisierung aufholen.,411.0,fdp,2021,9
199,"Deshalb brauchen wir ein Steuerrecht, das innovative Unternehmen unterstützt.",402.0,fdp,2021,9
201,Wir Freie Demokraten wollen die Abschreibungsbedingungen verbessern.,401.0,fdp,2021,9
202,"Hierzu sollen die degressive Abschreibung (AfA) für bewegliche Wirtschaftsgüter verstetigt und für digitale Güter einheitliche und verkürzte Abschreibungsfristen von höchstens drei Jahren festgesetzt werden, sofern nicht eine Sofortabschreibung in Betracht kommt.",401.0,fdp,2021,9
203,Die Grenze für die Sofortabschreibung geringwertiger Wirtschaftsgüter wollen wir erhöhen.,401.0,fdp,2021,9
204,"Um Investitionen in den Wohnungsbau zu fördern, wollen wir hier die lineare Abschreibung von zwei auf drei Prozent erhöhen.",402.0,fdp,2021,9
206,Wir Freie Demokraten wollen insbesondere für kleine und mittlere Unternehmen von der Industrie über das Handwerk bis zum Handel auch in ländlichen Regionen Perspektiven schaffen.,402.0,fdp,2021,9
207,"Voraussetzungen hierfür sind eine flächendeckend zukunftstaugliche digitale Infrastruktur,",411.0,fdp,2021,9
208,leistungsfähige Verkehrswege,411.0,fdp,2021,9
209,und ein starkes duales Bildungssystem.,506.0,fdp,2021,9
210,"Abwanderung, Überalterung und Fachkräftemangel setzen dem Mittelstand besonders hart zu.",402.0,fdp,2021,9
211,Deshalb brauchen wir moderne Ansätze insbesondere auch in den ländlichen Regionen.,402.0,fdp,2021,9
212,Wir wollen unseren Mittelstand und unsere Hidden Champions stärken!,402.0,fdp,2021,9
213,"Damit die Unternehmen nicht durch Erbgänge oder eine Substanzbesteuerung gefährdet werden, lehnen wir eine Verschärfung der Erbschaftsteuer oder die Wiedereinführung der Vermögensteuer ab.",401.0,fdp,2021,9
215,Wir Freie Demokraten fordern die Rückkehr zu marktwirtschaftlichen Prinzipien.,401.0,fdp,2021,9
216,"Viele sind, bedingt durch die COVID-19-Pandemie, unverschuldet in finanzielle Not geraten.",409.0,fdp,2021,9
217,"Es war daher richtig, Hilfsprogramme auf den Weg zu bringen,",409.0,fdp,2021,9
218,doch der Weg zu immer mehr Nothilfen und Rettungsschirmen für einzelne Unternehmen lässt sich nicht aufrechterhalten.,414.0,fdp,2021,9
219,"Er ist ineffizient, verzerrt den Wettbewerb und reduziert die Wettbewerbsfähigkeit sowie Innovationskraft von bestehenden Betrieben wie auch von Gründerinnen und Gründern.",401.0,fdp,2021,9
220,"Außerdem wächst die Marktmacht einzelner Unternehmen, was zu weniger Innovation und höheren Preisen für die Konsumentinnen und Konsumenten sowie zu Fehlanreizen für Unternehmen führt.",401.0,fdp,2021,9
221,Wir wollen den Wettbewerb national und international stärken,401.0,fdp,2021,9
222,"und insbesondere vermeiden, dass unnötige Verflechtungen von Markt- und Staatswirtschaft entstehen.",401.0,fdp,2021,9
223,"Daher unterstützen wir Maßnahmen, die gleichmäßig für alle Unternehmen gelten, den Wettbewerb weniger verzerren",403.0,fdp,2021,9
224,und zu einem sich selbst tragenden Wirtschaftswachstum beitragen.,410.0,fdp,2021,9
226,Wir Freie Demokraten fordern eine Beteiligungsbremse für den Staat.,401.0,fdp,2021,9
227,"Unnötige staatliche Beteiligungen sowie alle Unternehmensanteile, die nicht zur öffentlichen Daseinsvorsorge gehören, müssen verkauft werden – hier insbesondere Post und Telekom.",401.0,fdp,2021,9
228,Der Erlös kann in die digitale Infrastruktur investiert werden.,411.0,fdp,2021,9
229,Staatliche Beteiligungen müssen stärker auf ihre Notwendigkeit überprüft und perspektivisch abgebaut werden.,401.0,fdp,2021,9
230,"Neue Beteiligungen sollten nur noch dann zulässig sein, wenn andere entsprechend reduziert werden.",401.0,fdp,2021,9
232,Wir Freie Demokraten wollen die faire und regelbasierte europäische Wettbewerbsordnung schützen und stärken und damit internationale Standards setzen.,108.0,fdp,2021,9
233,Dazu gehört zum einen der Einsatz gegen Protektionismus im europäischen Binnenmarkt.,407.0,fdp,2021,9
234,Wir wollen die EU-Entsenderichtlinie vereinfachen und das deutsche Arbeitnehmer-Entsendegesetz entbürokratisieren.,701.0,fdp,2021,9
235,"Zum anderen brauchen wir insbesondere für junge und mittelständische Unternehmen bessere Wettbewerbsbedingungen, gerade im Bereich der Digitalwirtschaft.",403.0,fdp,2021,9
236,Die Konzentration von Marktmacht auf etablierte und große Unternehmen behindert echten Wettbewerb und Innovation.,403.0,fdp,2021,9
237,Das schadet insbesondere Verbraucherinnen und Verbrauchern,403.0,fdp,2021,9
238,sowie der Zukunftsfähigkeit des Standortes.,410.0,fdp,2021,9
239,Wir wenden uns daher entschieden gegen die politische Förderung von „nationalen Champions“.,108.0,fdp,2021,9
